module,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status,flybase_id,human_entrez_ids,human_symbols,diopt_confidence_levels,mapping_rule,source,display_column,component_group_order,component_group,subunit_display_order,grouping_rationale,grouping_reference,shown_in_focused_panel
Fly homologs of human AMPK-pathway genes,PRAS40,614.674185476897,0.290453759619703,0.183471088035238,1.58310370712969,0.113397828816005,0.62768686833863,Below DE cutoffs,FBgn0267824,84335,AKT1S1,high,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,1,mTOR / translation / autophagy,0,"Human mTOR complex/regulators, translation effectors and ULK1 autophagy initiator.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,raptor,0,NA,NA,NA,NA,NA,No fold-change estimate,FBgn0029840,57521,RPTOR,high,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,1,mTOR / translation / autophagy,0,"Human mTOR complex/regulators, translation effectors and ULK1 autophagy initiator.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,Rheb,21.3590606665754,0.189634609063991,0.566895213394727,0.334514394518179,0.73799143065492,0.99417184827796,Below DE cutoffs,FBgn0041191,6009,RHEB,high,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,1,mTOR / translation / autophagy,0,"Human mTOR complex/regulators, translation effectors and ULK1 autophagy initiator.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,S6k,420.141120123541,-0.64284633446694,0.257708757036854,-2.49446833649897,0.0126145980593078,0.201200210691208,Below DE cutoffs,FBgn0283472,6198;6199,RPS6KB1;RPS6KB2,high,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,1,mTOR / translation / autophagy,0,"Human mTOR complex/regulators, translation effectors and ULK1 autophagy initiator.",https://www.kegg.jp/pathway/hsa04152,true
Fly homologs of human AMPK-pathway genes,Thor,1.98313079629872,1.0673497011898,2.47485917822831,0.431276943181019,0.666267013211078,NA,Adjusted P unavailable,FBgn0261560,1978,EIF4EBP1,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,1,mTOR / translation / autophagy,0,"Human mTOR complex/regulators, translation effectors and ULK1 autophagy initiator.",https://www.kegg.jp/pathway/hsa04152,true
Fly homologs of human AMPK-pathway genes,Tsc1,450.690938465637,0.264063119170274,0.166328302354993,1.58760184184821,0.112376401460497,0.625282424842883,Below DE cutoffs,FBgn0026317,7248,TSC1,high,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,1,mTOR / translation / autophagy,0,"Human mTOR complex/regulators, translation effectors and ULK1 autophagy initiator.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,Atf-2,145.50180678298,0.183783205107077,0.216395896099526,0.849291545818182,0.395719083940607,0.945089113259881,Below DE cutoffs,FBgn0265193,9586,CREB5,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,2,Transcriptional regulators,0,"Human transcription factors, coactivators and the SIRT1 regulator represented in the pathway.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,CrebA,102.88790423928,-0.0642666707452156,0.31954549236146,-0.201119002713139,0.840605523556232,0.99686926944711,Below DE cutoffs,FBgn0004396,10488;148327;64764;84699;90993,CREB3;CREB3L1;CREB3L2;CREB3L3;CREB3L4,high;moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,2,Transcriptional regulators,0,"Human transcription factors, coactivators and the SIRT1 regulator represented in the pathway.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,CrebB,8.74252657427647,0.511995720667326,1.02974428309223,0.497206664872027,0.619043321954117,0.986976325248193,Below DE cutoffs,FBgn0265784,1385,CREB1,high,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,2,Transcriptional regulators,0,"Human transcription factors, coactivators and the SIRT1 regulator represented in the pathway.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,Crtc,0,NA,NA,NA,NA,NA,No fold-change estimate,FBgn0036746,200186,CRTC2,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,2,Transcriptional regulators,0,"Human transcription factors, coactivators and the SIRT1 regulator represented in the pathway.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,Eip75B,495.888556864408,-0.0482097459513525,0.364444040970159,-0.132282985950372,0.89476046435128,0.99686926944711,Below DE cutoffs,FBgn0000568,5468,PPARG,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,2,Transcriptional regulators,0,"Human transcription factors, coactivators and the SIRT1 regulator represented in the pathway.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,foxo,6.35611134263793,1.34830730317275,1.18968734342736,1.1333291142599,0.257076069791083,0.863963290701109,Below DE cutoffs,FBgn0038197,2308;2309,FOXO1;FOXO3,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,2,Transcriptional regulators,0,"Human transcription factors, coactivators and the SIRT1 regulator represented in the pathway.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,Hnf4,52.2674785785839,0.227577195276144,0.400895391146756,0.567672266386407,0.570257526625441,0.982326723065421,Below DE cutoffs,FBgn0004914,3172,HNF4A,high,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,2,Transcriptional regulators,0,"Human transcription factors, coactivators and the SIRT1 regulator represented in the pathway.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,Hr83,1.17679168738338,1.32567398758645,2.86768326600096,0.462280476823763,0.643880198196705,NA,Adjusted P unavailable,FBgn0037436,3172,HNF4A,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,2,Transcriptional regulators,0,"Human transcription factors, coactivators and the SIRT1 regulator represented in the pathway.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,Sirt1,566.22497397134,-0.0384671113884439,0.145297714415679,-0.264746844388716,0.791204488041315,0.995422089238374,Below DE cutoffs,FBgn0024291,23411,SIRT1,high,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,2,Transcriptional regulators,0,"Human transcription factors, coactivators and the SIRT1 regulator represented in the pathway.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,SREBP,3.08014968274552,0.464374978674278,1.52635979618402,0.304236903930016,0.760947411272162,NA,Adjusted P unavailable,FBgn0261283,6720,SREBF1,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,2,Transcriptional regulators,0,"Human transcription factors, coactivators and the SIRT1 regulator represented in the pathway.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,srl,19.3628805180271,-0.699926196739216,0.641839634706435,-1.09050011699472,0.275492901805729,0.878884474707196,Below DE cutoffs,FBgn0037248,10891,PPARGC1A,high,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,2,Transcriptional regulators,0,"Human transcription factors, coactivators and the SIRT1 regulator represented in the pathway.",https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,elav,236.379970918189,0.0439475923196852,0.198818615696729,0.221043649085261,0.825058446401326,0.99686926944711,Below DE cutoffs,FBgn0260400,1994,ELAVL1,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,3,RNA-binding proteins,0,Fly proteins mapped to the human ELAVL1/HuR RNA-binding component.,https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,fne,5.56009397550294,-1.25346682877255,1.30618329459011,-0.959640835986879,0.337236009279569,0.925673759080247,Below DE cutoffs,FBgn0086675,1994,ELAVL1,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,3,RNA-binding proteins,0,Fly proteins mapped to the human ELAVL1/HuR RNA-binding component.,https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,maca,3.78010277857302,5.36645725448302,3.15588594130293,1.70045982468791,0.0890444671415716,NA,Adjusted P unavailable,FBgn0038345,1994,ELAVL1,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,3,RNA-binding proteins,0,Fly proteins mapped to the human ELAVL1/HuR RNA-binding component.,https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,Rbp9,214.612657340751,-0.160187340901398,0.20053497438787,-0.798800016757016,0.424406380839875,0.95575469917838,Below DE cutoffs,FBgn0010263,1994,ELAVL1,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,3,RNA-binding proteins,0,Fly proteins mapped to the human ELAVL1/HuR RNA-binding component.,https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,ssx,26.9735282789731,1.08881808598739,0.456686759909039,2.38416827806494,0.0171177728770397,0.238336012403459,Below DE cutoffs,FBgn0024987,1994,ELAVL1,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,3,RNA-binding proteins,0,Fly proteins mapped to the human ELAVL1/HuR RNA-binding component.,https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,Sxl,166.189025726215,-0.309227325528026,0.30843647211641,-1.00256407229077,0.316071237829813,0.911654603195003,Below DE cutoffs,FBgn0264270,1994,ELAVL1,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,3,RNA-binding proteins,0,Fly proteins mapped to the human ELAVL1/HuR RNA-binding component.,https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,CycA,11.2203470944536,0.329803439262936,0.681942557051716,0.483623489768398,0.628653101059321,0.986976325248193,Below DE cutoffs,FBgn0000404,890;8900,CCNA1;CCNA2,high;moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,4,Cyclins,0,Fly proteins mapped to the human cyclin A and D cell-cycle components.,https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,CycB,0.645140033738946,1.41821190281256,3.32691799270163,0.426283997959595,0.669900916707992,NA,Adjusted P unavailable,FBgn0000405,890;8900,CCNA1;CCNA2,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,4,Cyclins,0,Fly proteins mapped to the human cyclin A and D cell-cycle components.,https://www.kegg.jp/pathway/hsa04152,false
Fly homologs of human AMPK-pathway genes,CycD,2.68720012692537,-0.732103162589223,1.5475728780129,-0.473065387091336,0.636166530082901,NA,Adjusted P unavailable,FBgn0010315,595,CCND1,moderate,"Exact canonical symbol in DIOPT, org.Dm.eg.db 3.19.1 and archived DE table",KEGG hsa04152; DIOPT 9.1 high/moderate confidence,4,4,Cyclins,0,Fly proteins mapped to the human cyclin A and D cell-cycle components.,https://www.kegg.jp/pathway/hsa04152,false
